# Device: {'path': '/dev/ttyACM0', 'speed': 9600, 'driver': 'u-blox'}
      Date      HMS Lat          Lon            Elev    Speed Nsat Mode  Herr Verr Temp
2023-07-18 03:51:14.100000 28.20977067 -82.36393750    27.80   0.00    4   3   24.7  45.5 68.756  
2023-07-18 03:51:15.100000 28.20977017 -82.36394033    28.20   0.00    4   3   24.7  45.5 69.832  
2023-07-18 03:51:16 28.20976883 -82.36394267    28.50   0.00    4   3   24.7  45.5 69.294  
2023-07-18 03:51:17 28.20976850 -82.36394467    28.70   0.00    4   3   24.7  45.5 69.832  
2023-07-18 03:51:18 28.20976767 -82.36394650    28.90   0.00    4   3   24.7  45.5 69.832  
2023-07-18 03:51:19.100000 28.20976700 -82.36394867    29.20   0.00    4   3   24.7  45.5 69.832  
2023-07-18 03:51:20.100000 28.20976667 -82.36395017    29.50   0.00    4   3   24.7  45.5 69.832  
2023-07-18 03:51:21.100000 28.20976650 -82.36395183    29.70   0.00    4   3   24.7  45.5 69.294  
2023-07-18 03:51:22 28.20976750 -82.36395400    30.20   0.00    4   3   24.7  45.5 69.832  
2023-07-18 03:51:23 28.20976617 -82.36395467    30.30   0.00    4   3   24.7  45.5 69.832  
2023-07-18 03:51:24.100000 28.20976550 -82.36395550    30.50   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:25.100000 28.20976550 -82.36395600    30.60   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:26.100000 28.20976583 -82.36395717    30.80   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:27 28.20976617 -82.36395900    31.20   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:28 28.20976667 -82.36396067    31.50   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:29.100000 28.20976733 -82.36396233    31.90   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:30.100000 28.20976733 -82.36396300    32.10   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:31.100000 28.20976600 -82.36396283    32.10   0.00    4   3   24.8  45.5 69.832  
2023-07-18 03:51:32 28.20976600 -82.36396433    32.40   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:33 28.20976517 -82.36396533    32.60   0.00    4   3   24.8  45.5 69.832  
2023-07-18 03:51:34 28.20976250 -82.36396483    32.30   0.00    4   3   24.8  45.5 69.832  
2023-07-18 03:51:35.100000 28.20976067 -82.36396483    32.20   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:36.100000 28.20976050 -82.36396600    32.40   0.00    4   3   24.8  45.5 69.832  
2023-07-18 03:51:37 28.20976133 -82.36396583    32.50   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:38 28.20976133 -82.36396600    32.50   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:39 28.20975967 -82.36396483    32.10   0.00    4   3   24.8  45.5 69.832  
2023-07-18 03:51:40.100000 28.20975817 -82.36396367    31.70   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:41.100000 28.20975917 -82.36396383    31.90   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:42.100000 28.20975817 -82.36396167    31.30   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:43 28.20975800 -82.36396217    31.30   0.00    4   3   24.8  45.5 69.832  
2023-07-18 03:51:44 28.20975850 -82.36396350    31.60   0.00    4   3   24.8  45.5 69.832  
2023-07-18 03:51:45 28.20975700 -82.36396217    31.20   0.00    4   3   24.8  45.5 69.294  
2023-07-18 03:51:46.100000 28.20975500 -82.36396033    30.70   0.00    4   3   24.8  45.5 68.756  
2023-07-18 03:51:47.100000 28.20975367 -82.36396050    30.70   0.00    4   3   24.5  45.5 69.294  
2023-07-18 03:51:48 28.20975317 -82.36396100    30.80   0.00    4   3   24.5  45.5 69.832  
2023-07-18 03:51:49 28.20975367 -82.36396133    31.00   0.00    4   3   24.5  45.5 69.294  
2023-07-18 03:51:50 28.20975500 -82.36396317    31.50   0.00    4   3   24.5  45.5 69.294  
2023-07-18 03:51:51.100000 28.20975667 -82.36396367    31.70   0.00    4   3   24.5  45.5 69.294  
2023-07-18 03:51:52.100000 28.20975683 -82.36396250    31.40   0.00    4   3   24.5  45.5 69.832  
2023-07-18 03:51:53 28.20975583 -82.36396000    30.70   0.00    4   3   24.5  45.5 69.832  
2023-07-18 03:51:54 28.20975600 -82.36395933    30.60   0.00    4   3   24.5  45.5 69.294  
2023-07-18 03:51:55 28.20975683 -82.36395850    30.50   0.00    4   3   24.5  45.5 69.832  
2023-07-18 03:51:56.100000 28.20975850 -82.36395950    30.80   0.00    4   3   24.5  45.5 70.370  
2023-07-18 03:51:57.100000 28.20975833 -82.36395750    30.30   0.00    4   3   24.5  45.5 69.294  
2023-07-18 03:51:58 28.20975850 -82.36395633    30.10   0.00    4   3   24.5  45.5 69.832  
2023-07-18 03:51:59 28.20976000 -82.36395750    30.50   0.00    4   3   24.5  45.5 69.294  
2023-07-18 03:52:00 28.20975850 -82.36395433    29.60   0.00    4   3   24.5  45.5 69.832  
2023-07-18 03:52:01.100000 28.20975767 -82.36395250    29.10   0.00    4   3   24.5  45.5 69.832  
2023-07-18 03:52:02.100000 28.20975900 -82.36395183    27.60   0.00    4   3   24.5  23.0 69.294  
2023-07-18 03:52:03.200000 28.20975783 -82.36394450    25.50   0.00    3   3    0.0  23.0 69.832  
2023-07-18 03:52:04 28.20975717 -82.36393917    24.10   0.00    3   3    0.0  23.0 69.832  
2023-07-18 03:52:05 28.20975633 -82.36393300    23.40   0.00    3   3    0.0  23.0 69.294  
2023-07-18 03:52:06.100000 28.20975533 -82.36392700    22.50   0.00    3   3    0.0  23.0 69.832  
2023-07-18 03:52:07.100000 28.20975417 -82.36392200    21.90   0.00    3   3    0.0  23.0 69.832  
2023-07-18 03:52:08 28.20975383 -82.36392167    22.90   0.00    4   3   24.2  45.8 69.832  
2023-07-18 03:52:09 28.20975350 -82.36392000    21.40   0.00    4   3   24.2  23.0 69.294  
2023-07-18 03:52:10 28.20975317 -82.36391567    19.50   0.00    3   3    0.0  23.0 69.832  
2023-07-18 03:52:11.100000 28.20975250 -82.36391117    18.80   0.00    3   3    0.0  23.0 69.832  
